"marker_symbol","impc_significant_procedure_name","gene_id"
"Mbd6","Insulin Blood Level|Gross Pathology and Tissue Collection|Organ Weight|Viability Primary Screen","110962"
"Mbip","Body Composition (DEXA lean/fat)|Viability Primary Screen|Viability E9.5 Secondary Screen","217588"
"Mboat1","Acoustic Startle and Pre-pulse Inhibition (PPI)|Open Field","218121"
"Mboat2","Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)","67216"
"Mboat7","Gross Pathology and Tissue Collection|Viability Primary Screen","77582"
"Mc1r","Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology|Hematology","17199"
"Mc3r","Gross Pathology and Tissue Collection","17201"
"Mcam","Combined SHIRPA and Dysmorphology","84004"
"Mccc1","Eye Morphology|Body Composition (DEXA lean/fat)|Gross Morphology Embryo E18.5","72039"
"Mccc2","Viability Primary Screen|Body Composition (DEXA lean/fat)","78038"
"Mcidas","Hematology|Auditory Brain Stem Response|Acoustic Startle and Pre-pulse Inhibition (PPI)|Histopathology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Open Field|Clinical Chemistry|Body Composition (DEXA lean/fat)|Gross Pathology and Tissue Collection","622408"
"Mcl1","Gross Pathology and Tissue Collection|Hematology|Viability Primary Screen","17210"
"Mcm4","Viability Primary Screen|Grip Strength|Eye Morphology|Viability E9.5 Secondary Screen|Viability E12.5 Secondary Screen","17217"
"Mcmbp","Body Composition (DEXA lean/fat)|Viability Primary Screen|Viability E9.5 Secondary Screen","210711"
"Mcph1","Histopathology","244329"
"Mcrs1","Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability E9.5 Secondary Screen|Hematology|Viability Primary Screen","51812"
"Mctp1","Gross Pathology and Tissue Collection","78771"
"Mcts1","Gross Pathology and Tissue Collection|Clinical Chemistry","68995"
"Mcu","Echo|Body Composition (DEXA lean/fat)|Viability Primary Screen|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","215999"
"Mcub","Combined SHIRPA and Dysmorphology","11839"
"Mcub","Combined SHIRPA and Dysmorphology","66815"
"Mcur1","Light-Dark Test|Acoustic Startle and Pre-pulse Inhibition (PPI)","76137"
"Mdh1","Open Field|Eye Morphology|Viability E12.5 Secondary Screen|Gross Morphology Embryo E9.5","17449"
"Mdh2","Gross Morphology Embryo E9.5|Viability E12.5 Secondary Screen","17448"
"Mdk","Clinical Chemistry|Hematology|Viability Primary Screen","17242"
"Mdm1","Acoustic Startle and Pre-pulse Inhibition (PPI)|Heart Weight|Eye Morphology|Hematology|Gross Pathology and Tissue Collection","17245"
"Mdp1","Combined SHIRPA and Dysmorphology","67881"
"Me1","Clinical Chemistry|Gross Pathology and Tissue Collection|Hematology","17436"
"Me2","Gross Pathology and Tissue Collection","107029"
"Meak7","Gross Pathology and Tissue Collection","74347"
"Mecom","Viability Primary Screen|Body Composition (DEXA lean/fat)","14013"
"Med1","Gross Pathology and Tissue Collection|Gross Morphology Embryo E12.5|Open Field|Hematology|Gross Morphology Placenta E12.5|Viability Primary Screen|Viability E12.5 Secondary Screen","17193"
"Med1","Gross Pathology and Tissue Collection|Gross Morphology Embryo E12.5|Open Field|Hematology|Gross Morphology Placenta E12.5|Viability Primary Screen|Viability E12.5 Secondary Screen","19014"
"Med10","Viability Primary Screen|Body Composition (DEXA lean/fat)|Auditory Brain Stem Response|Viability E9.5 Secondary Screen","28077"
"Med11","Gross Morphology Embryo E9.5|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)|Viability Primary Screen|Viability E12.5 Secondary Screen","66172"
"Med12l","Grip Strength|Eye Morphology","329650"
"Med16","Body Composition (DEXA lean/fat)|Gross Morphology Placenta E12.5|Viability Primary Screen|Gross Morphology Embryo E12.5|Gross Morphology Embryo E9.5","216154"
"Med17","Viability E9.5 Secondary Screen","234959"
"Med19","Viability Primary Screen","381379"
"Med20","Viability Primary Screen|Viability E9.5 Secondary Screen|Eye Morphology|Hematology|Light-Dark Test","56771"
"Med20","Viability Primary Screen|Viability E9.5 Secondary Screen|Eye Morphology|Hematology|Light-Dark Test","112694759"
"Med22","Viability Primary Screen|Hematology|Body Composition (DEXA lean/fat)|Grip Strength","20933"
"Med23","Body Composition (DEXA lean/fat)|Hematology|Viability Primary Screen","70208"
"Med25","Rotarod|Viability Primary Screen|Open Field|Auditory Brain Stem Response|Eye Morphology|X-ray|Heart Weight","75613"
"Med25","Rotarod|Viability Primary Screen|Open Field|Auditory Brain Stem Response|Eye Morphology|X-ray|Heart Weight","192191"
"Med28","Viability E9.5 Secondary Screen|Viability Primary Screen|Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Gross Morphology Embryo E9.5|Auditory Brain Stem Response|Viability E12.5 Secondary Screen","66999"
"Medag","Hematology","70717"
"Mef2b","Combined SHIRPA and Dysmorphology","17259"
"Meis1","Electrocardiogram (ECG)|Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Open Field - centre start|Viability Primary Screen","17268"
"Meis3","Gross Pathology and Tissue Collection","17537"
"Memo1","Gross Morphology Embryo E18.5|Hematology|Gross Morphology Embryo E12.5|Combined SHIRPA and Dysmorphology|Heart Weight","76890"
"Mep1a","Body Composition (DEXA lean/fat)|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","17287"
"Mepce","Viability Primary Screen|Viability E9.5 Secondary Screen|Open Field - centre start|Sleep Wake|Hematology","231803"
"Metrnl","Hematology","210029"
"Mettl11b","Grip Strength","240879"
"Mettl14","Gross Pathology and Tissue Collection|Viability E14.5-E15.5 Secondary Screen|Viability E9.5 Secondary Screen|Combined SHIRPA and Dysmorphology","210529"
"Mettl16","Viability Primary Screen|Combined SHIRPA and Dysmorphology|Clinical Chemistry|Viability E12.5 Secondary Screen|Viability E9.5 Secondary Screen","67493"
"Mettl18","Hole-board Exploration|Grip Strength","69962"
"Mettl21c","Sleep Wake|Hematology","433294"
"Mettl22","Body Composition (DEXA lean/fat)","239706"
"Mettl24","Body Composition (DEXA lean/fat)","327747"
"Mettl26","Body Composition (DEXA lean/fat)|Organ Weight|Gross Pathology and Tissue Collection|Insulin Blood Level","68347"
"Mettl3","Viability E12.5 Secondary Screen|Viability Primary Screen|Viability E9.5 Secondary Screen","56335"
"Mettl5","Open Field|Hematology|Eye Morphology|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|X-ray|Auditory Brain Stem Response|Grip Strength","75422"
"Mettl6","Intraperitoneal glucose tolerance test (IPGTT)","67011"
"Mettl7b","Clinical Chemistry|Combined SHIRPA and Dysmorphology","71664"
"Mex3b","X-ray|Open Field|Lung mechanics by forced oscillations|Gross Pathology and Tissue Collection|Echo","108797"
"Mfap4","Hematology|Gross Pathology and Tissue Collection|Histopathology|Body Composition (DEXA lean/fat)","76293"
"Mfn1","Viability Primary Screen","67414"
"Mfn2","Viability Primary Screen|Combined SHIRPA and Dysmorphology|Clinical Chemistry","170731"
"Mfng","Clinical Chemistry|Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)|Lung mechanics by forced oscillations|Immunophenotyping","17305"
"Mfsd1","Eye Morphology|Hematology|Clinical Chemistry|Gross Pathology and Tissue Collection","66868"
"Mfsd10","Insulin Blood Level|Hematology","68294"
"Mfsd2a","Clinical Chemistry|Gross Pathology and Tissue Collection|Gross Morphology Embryo E14.5-E15.5|Viability Primary Screen","76574"
"Mfsd4b4","Light-Dark Test|Combined SHIRPA and Dysmorphology","213332"
"Mfsd8","Combined SHIRPA and Dysmorphology|Hematology|Histopathology|Eye Morphology","72175"
"Mgat1","Hematology|Viability Primary Screen","17308"
"Mgat4c","Hematology","67569"
"Mgat4d","Gross Pathology and Tissue Collection","67555"
"Mgl2","Clinical Chemistry","216864"
"Mgll","Open Field|Eye Morphology","23945"
"Mgme1","Body Composition (DEXA lean/fat)","74528"
"Mgmt","Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","17314"
"Mgrn1","Body Composition (DEXA lean/fat)|Auditory Brain Stem Response|Electrocardiogram (ECG)","17237"
"Mgst2","Gross Pathology and Tissue Collection|Hematology|Fear Conditioning","211666"
"Mical3","Body Composition (DEXA lean/fat)|Electrocardiogram (ECG)","194401"
"Micalcl","Histopathology|Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|X-ray|Eye Morphology","100504195"
"Micu1","Combined SHIRPA and Dysmorphology|X-ray|Viability Primary Screen|Acoustic Startle and Pre-pulse Inhibition (PPI)","216001"
"Micu2","Intraperitoneal glucose tolerance test (IPGTT)|Clinical Chemistry|Hematology","68514"
"Micu3","Gross Pathology and Tissue Collection|Hematology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Body Composition (DEXA lean/fat)|Clinical Chemistry","78506"
"Mid1ip1","Acoustic Startle and Pre-pulse Inhibition (PPI)","68041"
"Mid2","Gross Pathology and Tissue Collection|Clinical Chemistry","23947"
"Mief1","Intraperitoneal glucose tolerance test (IPGTT)|Gross Pathology and Tissue Collection|Open Field|Grip Strength","239555"
"Mif4gd","Eye Morphology","69674"
"Miga1","Open Field|Eye Morphology|Clinical Chemistry","215708"
"Miga2","Histopathology","108958"
"Milr1","Eye Morphology","380732"
"Minar1","Hematology|Open Field|Gross Pathology and Tissue Collection","209743"
"Minar2","Auditory Brain Stem Response|Intraperitoneal glucose tolerance test (IPGTT)|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology","225583"
"Mindy1","Open Field|X-ray|Body Composition (DEXA lean/fat)|Eye Morphology","75007"
"Mindy2","Electrocardiogram (ECG)|Organ Weight","235461"
"Mindy4","Open Field|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)","330323"
"Mink1","Gross Pathology and Tissue Collection|Hematology|Open Field","50932"
"Mipep","Viability Primary Screen|Clinical Chemistry","70478"
"Mipol1","Open Field|Acoustic Startle and Pre-pulse Inhibition (PPI)|Eye Morphology","73490"
"Mir100","Combined SHIRPA and Dysmorphology|Body Weight","723892"
"Mir124a-2","Viability Primary Screen","723950"
"Mir129-2","Heart Weight|Indirect Calorimetry|Clinical Chemistry|Body Weight|X-ray|Combined SHIRPA and Dysmorphology|Body Composition (DEXA lean/fat)|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)|Acoustic Startle and Pre-pulse Inhibition (PPI)","723953"
"Mir141","Viability Primary Screen","387159"
"Mir143","Viability Primary Screen","328968"
"Mir143","Viability Primary Screen","387161"
"Mir146","Clinical Chemistry","387164"
"Mir203","Intraperitoneal glucose tolerance test (IPGTT)|Hematology","387199"
"Mir204","Eye Morphology","387200"
"Mir320","Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Viability Primary Screen","723838"
"Mir350","Grip Strength","723921"
"Mir429","Viability Primary Screen","723865"
"Mir96","Auditory Brain Stem Response|Combined SHIRPA and Dysmorphology|Clinical Chemistry|Hematology|Body Composition (DEXA lean/fat)","723886"
"Mkrn2","Fertility of Homozygous Knock-out Mice|Body Composition (DEXA lean/fat)|Clinical Chemistry|Auditory Brain Stem Response","67027"
"Mkrn3","Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test","22652"
"Mks1","Histopathology","380718"
"Mlc1","Acoustic Startle and Pre-pulse Inhibition (PPI)|Gross Pathology and Tissue Collection|Grip Strength|Organ Weight","170790"
"Mlec","Body Composition (DEXA lean/fat)|Clinical Chemistry","109154"
"Mlh1","Open Field|Eye Morphology|Histopathology|Fertility of Homozygous Knock-out Mice|Gross Pathology and Tissue Collection","17350"
"Mlh3","Fertility of Homozygous Knock-out Mice","217716"
"Mllt10","Gross Pathology and Tissue Collection|Gross Morphology Embryo E9.5|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Placenta E14.5-E15.5|Auditory Brain Stem Response|Viability Primary Screen|Open Field","17354"
"Mllt3","Hematology|Open Field|Clinical Chemistry|Viability Primary Screen|Organ Weight|X-ray","70122"
"Mllt6","Acoustic Startle and Pre-pulse Inhibition (PPI)|Open Field|Clinical Chemistry|Gross Pathology and Tissue Collection|Combined SHIRPA and Dysmorphology|Eye Morphology|Body Composition (DEXA lean/fat)|Organ Weight","246198"
"Mlx","Heart Weight|Body Composition (DEXA lean/fat)|Fertility of Homozygous Knock-out Mice|Grip Strength","21428"
"Mlx","Heart Weight|Body Composition (DEXA lean/fat)|Fertility of Homozygous Knock-out Mice|Grip Strength","58805"
"Mmaa","Light-Dark Test|Open Field - centre start|Hole-board Exploration|Fertility of Homozygous Knock-out Mice","109136"
"Mmachc","Gross Morphology Embryo E14.5-E15.5|Gross Pathology and Tissue Collection|Open Field|Gross Morphology Embryo E12.5|Body Composition (DEXA lean/fat)","67096"
"Mmd","Body Composition (DEXA lean/fat)|Eye Morphology|Grip Strength|Open Field|Hematology","67468"
"Mme","Open Field","17380"
"Mmgt2","Combined SHIRPA and Dysmorphology|Intraperitoneal glucose tolerance test (IPGTT)|Acoustic Startle and Pre-pulse Inhibition (PPI)","216829"
"Mmp11","Combined SHIRPA and Dysmorphology|Eye Morphology|Clinical Chemistry","17385"
"Mmp15","Gross Pathology and Tissue Collection|Clinical Chemistry|Combined SHIRPA and Dysmorphology","17388"
"Mmp16","Open Field|Gross Pathology and Tissue Collection","17389"
"Mmp2","Gross Pathology and Tissue Collection|Eye Morphology|Clinical Chemistry|Heart Weight|Body Composition (DEXA lean/fat)|Intraperitoneal glucose tolerance test (IPGTT)|Acoustic Startle and Pre-pulse Inhibition (PPI)","17390"
"Mmp8","Plasma Chemistry|Electrocardiogram (ECG)","17394"
"Mmp9","Heart Weight|X-ray|Clinical Chemistry","17395"
"Mmrn1","Fertility of Homozygous Knock-out Mice|Hematology","70945"
"Mob2","Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen","101513"
"Mob2","Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen","112053"
"Mocos","Clinical Chemistry","68591"
"Mocs2","Clinical Chemistry|Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen","17434"
"Mogat2","Gross Pathology and Tissue Collection|Fear Conditioning","233549"
"Mogs","Gross Pathology and Tissue Collection|Eye Morphology|Clinical Chemistry|Body Composition (DEXA lean/fat)|Viability E9.5 Secondary Screen|Open Field - centre start|X-ray|Combined SHIRPA and Dysmorphology","57377"
"Mon1a","Light-Dark Test","72825"
"Mon2","Viability E9.5 Secondary Screen|Viability Primary Screen","67074"
"Morc2a","Viability Primary Screen|Hematology|Viability E14.5-E15.5 Secondary Screen|Intraperitoneal glucose tolerance test (IPGTT)|Combined SHIRPA and Dysmorphology","74522"
"Morc3","Eye Morphology|Viability Primary Screen|Body Composition (DEXA lean/fat)","338467"
"Morc4","Gross Pathology and Tissue Collection|Hematology","75746"
"Mos","Body Composition (DEXA lean/fat)","17451"
"Mos","Body Composition (DEXA lean/fat)","66112"
"Mos","Body Composition (DEXA lean/fat)","67247"
"Mospd1","Clinical Chemistry","70380"
"Moxd1","Grip Strength|Body Composition (DEXA lean/fat)|Clinical Chemistry","59012"
"Mpdz","Auditory Brain Stem Response|Eye Morphology|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)|Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)|Heart Weight","17475"
"Mpg","Clinical Chemistry","268395"
"Mphosph10","Viability Primary Screen|Grip Strength|Viability E9.5 Secondary Screen","67973"
"Mphosph8","Viability Primary Screen","75339"
"Mphosph9","Acoustic Startle and Pre-pulse Inhibition (PPI)|Eye Morphology","269702"
"Mpig6b","Gross Pathology and Tissue Collection|Challenge Whole Body Plethysmography|Hematology|Clinical Chemistry|Histopathology|Organ Weight","106722"
"Mplkip","Gross Pathology and Tissue Collection|Organ Weight","66308"
"Mpp2","Eye Morphology","50997"
"Mpp3","Open Field|Clinical Chemistry","13384"
"Mpp6","X-ray|Gross Pathology and Tissue Collection|Open Field|Body Composition (DEXA lean/fat)|Hematology","56524"
"Mpped2","Open Field - centre start","77015"
"Mprip","Grip Strength|Combined SHIRPA and Dysmorphology|Viability Primary Screen","26936"
"Mpv17","Body Composition (DEXA lean/fat)|Heart Weight","17153"
"Mpv17","Body Composition (DEXA lean/fat)|Heart Weight","17527"
"Mpv17","Body Composition (DEXA lean/fat)|Heart Weight","22226"
"Mpv17l2","Combined SHIRPA and Dysmorphology|Gross Pathology and Tissue Collection|Body Composition (DEXA lean/fat)|Hematology","234384"
"Mpz","Open Field|Gross Pathology and Tissue Collection|Grip Strength|Combined SHIRPA and Dysmorphology|Intraperitoneal glucose tolerance test (IPGTT)|Hematology|Acoustic Startle and Pre-pulse Inhibition (PPI)","17528"
"Mpzl1","Hematology|Body Composition (DEXA lean/fat)","68481"
"Mpzl2","Acoustic Startle and Pre-pulse Inhibition (PPI)|Echo|X-ray|Combined SHIRPA and Dysmorphology|Open Field","14012"
"Mrap","Eye Morphology|Gross Morphology Embryo E14.5-E15.5|Gross Pathology and Tissue Collection","77037"
"Mrap2","Hematology|Body Composition (DEXA lean/fat)|Clinical Chemistry","244958"
"Mreg","Body Weight|Body Composition (DEXA lean/fat)|Auditory Brain Stem Response|Gross Pathology and Tissue Collection","381269"
"Mrgbp","Viability Primary Screen|Open Field - centre start|Viability E9.5 Secondary Screen","73247"
"Mrgprb2","Gross Pathology and Tissue Collection|Eye Morphology|Combined SHIRPA and Dysmorphology","243979"
"Mrgprd","Open Field - centre start","211578"
"Mrgpre","Sleep Wake","244238"
"Mrgprx1","Gross Pathology and Tissue Collection","404242"
"Mrm1","Viability Primary Screen","217038"
"Mrm2","Viability E9.5 Secondary Screen|Intraperitoneal glucose tolerance test (IPGTT)|Eye Morphology","68017"
"Mrm3","Viability E9.5 Secondary Screen|Body Composition (DEXA lean/fat)|Grip Strength|Insulin Blood Level|Viability E12.5 Secondary Screen|Viability Primary Screen","67390"
"Mrnip","Histopathology","68067"
"Mroh4","Combined SHIRPA and Dysmorphology","69439"
"Mroh9","Fertility of Homozygous Knock-out Mice","78258"
"Mrpl12","Viability E9.5 Secondary Screen|Hematology","56282"
"Mrpl18","Eye Morphology|Viability Primary Screen|Viability E12.5 Secondary Screen","67681"
"Mrpl22","Viability Primary Screen|Eye Morphology|Viability E9.5 Secondary Screen|Open Field - centre start","216767"
"Mrpl23","Body Composition (DEXA lean/fat)|Viability Primary Screen","19935"
"Mrpl3","Viability Primary Screen|Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability E9.5 Secondary Screen","94062"
"Mrpl33","Viability E9.5 Secondary Screen","66845"
"Mrpl41","Open Field","107733"
"Mrpl44","Viability Primary Screen|Viability E9.5 Secondary Screen","69163"
"Mrpl47","Viability E12.5 Secondary Screen|Viability Primary Screen|Viability E9.5 Secondary Screen","74600"
"Mrpl51","Viability E12.5 Secondary Screen|Viability Primary Screen|Viability E9.5 Secondary Screen|Urinalysis","66493"
"Mrpl58","Gross Morphology Embryo E12.5|Viability Primary Screen|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Embryo E18.5","68572"
"Mrps12","Viability E9.5 Secondary Screen","24030"
"Mrps18c","Viability E9.5 Secondary Screen|Viability Primary Screen|Viability E18.5 Secondary Screen|Body Composition (DEXA lean/fat)","68735"
"Mrps21","Viability Primary Screen","66292"
"Mrps22","Body Composition (DEXA lean/fat)|Viability Primary Screen|Electrocardiogram (ECG)|Viability E9.5 Secondary Screen|Heart Weight","64655"
"Mrps25","Viability Primary Screen|Clinical Chemistry|Viability E9.5 Secondary Screen|Viability E12.5 Secondary Screen","64658"
"Mrps5","Viability E14.5-E15.5 Secondary Screen|Clinical Chemistry|Viability E9.5 Secondary Screen|Viability Primary Screen|Intraperitoneal glucose tolerance test (IPGTT)","77721"
"Ms4a12","Gross Pathology and Tissue Collection|Fear Conditioning|Hematology","381213"
"Ms4a3","Gross Pathology and Tissue Collection","170813"
"Ms4a4a","Gross Pathology and Tissue Collection|Fear Conditioning","666907"
"Msantd1","Challenge Whole Body Plethysmography|Grip Strength|Gross Pathology and Tissue Collection","403174"
"Msantd2","Light-Dark Test|Open Field - centre start|Acoustic Startle and Pre-pulse Inhibition (PPI)","235184"
"Msh3","Eye Morphology|Gross Pathology and Tissue Collection|Fear Conditioning","17686"
"Msh5","Hematology|Clinical Chemistry","15482"
"Msh5","Hematology|Clinical Chemistry","17687"
"Msl1","Clinical Chemistry|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology","74026"
"Msmb","Heart Weight|Combined SHIRPA and Dysmorphology","17695"
"Msn","Eye Morphology|Open Field - centre start|Intraperitoneal glucose tolerance test (IPGTT)","17698"
"Msto1","Body Composition (DEXA lean/fat)|Clinical Chemistry|Light-Dark Test|Viability E9.5 Secondary Screen","229524"
"Msx1","Light-Dark Test|Viability Primary Screen|Gross Morphology Embryo E18.5","17701"
"Mt1","Open Field","17748"
"Mt1","Open Field","17749"
"Mtap","Gross Pathology and Tissue Collection|Gross Morphology Embryo E9.5|Viability Primary Screen|Eye Morphology","17754"
"Mtap","Gross Pathology and Tissue Collection|Gross Morphology Embryo E9.5|Viability Primary Screen|Eye Morphology","17755"
"Mtap","Gross Pathology and Tissue Collection|Gross Morphology Embryo E9.5|Viability Primary Screen|Eye Morphology","26417"
"Mtap","Gross Pathology and Tissue Collection|Gross Morphology Embryo E9.5|Viability Primary Screen|Eye Morphology","66902"
"Mtch2","Viability Primary Screen|Hematology|Viability E12.5 Secondary Screen|X-ray","56428"
"Mtcp1","Hematology","17763"
"Mtcp1","Hematology","105886298"
"Mtf1","Gross Morphology Embryo E12.5|Eye Morphology|Viability Primary Screen|Hematology|Clinical Chemistry|Viability E14.5-E15.5 Secondary Screen","17764"
"Mtg1","Viability E9.5 Secondary Screen","212508"
"Mtg2","Intraperitoneal glucose tolerance test (IPGTT)|Viability E9.5 Secondary Screen","52856"
"Mthfd1","Clinical Chemistry|Viability E9.5 Secondary Screen","108156"
"Mthfd2","Gross Morphology Embryo E12.5|Echo|Gross Morphology Placenta E12.5|Electrocardiogram (ECG)|Viability E14.5-E15.5 Secondary Screen|Grip Strength|Eye Morphology","17768"
"Mthfd2l","Gross Pathology and Tissue Collection","665563"
"Mthfsl","Eye Morphology|Open Field|Grip Strength|Clinical Chemistry|Intraperitoneal glucose tolerance test (IPGTT)","100039707"
"Mtif3","Combined SHIRPA and Dysmorphology|Clinical Chemistry|Viability Primary Screen","76366"
"Mtmr1","Clinical Chemistry","53332"
"Mtmr1","Clinical Chemistry","319934"
"Mtmr1","Clinical Chemistry","330554"
"Mtmr11","Electrocardiogram (ECG)","194126"
"Mtmr12","Hematology|Heart Weight|Eye Morphology","268783"
"Mtmr2","Acoustic Startle and Pre-pulse Inhibition (PPI)|Hematology|Clinical Chemistry","77116"
"Mtmr7","Open Field|Hematology","54384"
"Mtnr1b","Intraperitoneal glucose tolerance test (IPGTT)","244701"
"Mtor","Viability Primary Screen","56717"
"Mtpap","Combined SHIRPA and Dysmorphology|Viability E12.5 Secondary Screen|Gross Pathology and Tissue Collection|Hematology|Open Field|Viability E9.5 Secondary Screen|Viability Primary Screen","67440"
"Mtrr","Electrocardiogram (ECG)","210009"
"Mtss2","Clinical Chemistry|Insulin Blood Level","244654"
"Mturn","Heart Weight|Body Composition (DEXA lean/fat)","68235"
"Mtx2","Viability E9.5 Secondary Screen|Body Composition (DEXA lean/fat)|Viability Primary Screen|Open Field - centre start","53375"
"Muc3a","Grip Strength|Combined SHIRPA and Dysmorphology","619309"
"Muc5b","Gross Pathology and Tissue Collection|Acoustic Startle and Pre-pulse Inhibition (PPI)","74180"
"Mvd","Body Composition (DEXA lean/fat)|Viability E9.5 Secondary Screen|Viability Primary Screen","192156"
"Mvk","Gross Pathology and Tissue Collection|Viability E9.5 Secondary Screen|Viability E12.5 Secondary Screen|Open Field|Gross Morphology Embryo E9.5","17855"
"Mx2","Combined SHIRPA and Dysmorphology|Clinical Chemistry|Acoustic Startle and Pre-pulse Inhibition (PPI)|Eye Morphology","17858"
"Mxd3","Open Field|Hematology|Gross Pathology and Tissue Collection","17121"
"Mxra7","Echo|X-ray|Hematology","67622"
"Mxra8","Light-Dark Test","74761"
"Myb","Viability Primary Screen|Gross Pathology and Tissue Collection|Hematology","17863"
"Mybbp1a","Echo|Eye Morphology|Hematology|Clinical Chemistry","18432"
"Mybl2","Viability Primary Screen|Hematology|Viability E9.5 Secondary Screen|Electrocardiogram (ECG)|Viability E12.5 Secondary Screen|Clinical Chemistry","17865"
"Mybphl","Grip Strength|Hematology|Viability Primary Screen|Clinical Chemistry|Indirect Calorimetry","68753"
"Myc","Acoustic Startle and Pre-pulse Inhibition (PPI)|Viability Primary Screen|Heart Weight|Body Composition (DEXA lean/fat)|X-ray|Indirect Calorimetry","17869"
"Mycbp2","Viability Primary Screen|Gross Pathology and Tissue Collection|Fear Conditioning","105689"
"Myct1","Gross Pathology and Tissue Collection|Open Field","68632"
"Myd88","Histopathology","17874"
"Mydgf","Grip Strength","28106"
"Myh1","Body Composition (DEXA lean/fat)|Light-Dark Test|Hematology|Sleep Wake|Combined SHIRPA and Dysmorphology|Acoustic Startle and Pre-pulse Inhibition (PPI)|Rotarod|Open Field - centre start|Grip Strength|Auditory Brain Stem Response|Hole-board Exploration|Urinalysis","17879"
"Myh10","Gross Morphology Placenta E14.5-E15.5|Gross Morphology Embryo E14.5-E15.5|Gross Morphology Embryo E12.5|Viability Primary Screen|Viability E14.5-E15.5 Secondary Screen|Intraperitoneal glucose tolerance test (IPGTT)","77579"
"Myh14","Intraperitoneal glucose tolerance test (IPGTT)","71960"
"Myh14","Intraperitoneal glucose tolerance test (IPGTT)","668940"
"Myh7b","Body Composition (DEXA lean/fat)|Insulin Blood Level|Clinical Chemistry|Hematology","668940"
"Myh8","Hematology|Gross Morphology Embryo E14.5-E15.5|Fear Conditioning","17885"
"Myl2","Body Composition (DEXA lean/fat)|Hematology","17906"
"Myl3","Body Composition (DEXA lean/fat)|Clinical Chemistry|Hematology","17897"
"Mylip","Hematology|Open Field - centre start|Sleep Wake|Hole-board Exploration|Body Composition (DEXA lean/fat)|Clinical Chemistry","218203"
"Mylk4","Heart Weight","238564"
"Mynn","Open Field - centre start|Body Composition (DEXA lean/fat)|Eye Morphology|Light-Dark Test","80732"
"Myo10","Hematology|Clinical Chemistry|Eye Morphology|Combined SHIRPA and Dysmorphology","17909"
"Myo15","Body Composition (DEXA lean/fat)|Grip Strength|Eye Morphology|Combined SHIRPA and Dysmorphology|Hematology","17910"
"Myo18a","Gross Morphology Embryo E12.5|Gross Morphology Placenta E12.5","360013"
"Myo18b","Viability Primary Screen|Eye Morphology","74376"
"Myo1d","Body Composition (DEXA lean/fat)|Acoustic Startle and Pre-pulse Inhibition (PPI)","338367"
"Myo1h","Gross Morphology Embryo E18.5|Rotarod|Viability Primary Screen","231646"
"Myo3a","Auditory Brain Stem Response|Light-Dark Test|Urinalysis","667663"
"Myo3b","Electroconvulsive Threshold Testing|Hematology|Body Composition (DEXA lean/fat)","329421"
"Myo5c","Body Composition (DEXA lean/fat)","208943"
"Myo6","Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Open Field|Electrocardiogram (ECG)|Auditory Brain Stem Response|Grip Strength","17920"
"Myo7a","Combined SHIRPA and Dysmorphology|Clinical Chemistry|Eye Morphology","17921"
"Myo7b","Clinical Chemistry","17922"
"Myof","Echo|Eye Morphology","226101"
"Myom1","Body Composition (DEXA lean/fat)","17929"
"Myom2","Eye Morphology|Combined SHIRPA and Dysmorphology","17930"
"Myom3","Gross Pathology and Tissue Collection|Clinical Chemistry","242702"
"Myorg","Electrocardiogram (ECG)","329828"
